Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
2,454,7,42,52,1,6,244,0.0377358490566037,56.75,1,Sleeper,Premium Tatkal,CNB,BCT,Superfast,Defense Quota,Yes,early,Child
3,1520,3,21,453,9,4,244,0.0066079295154185,380.0,0,Sleeper,Ladies,BSB,GKP,Rajdhani,Defense Quota,No,early,Child
1,1505,6,43,172,10,0,244,0.0057803468208092,215.0,1,3AC,Ladies,JU,GKP,Express,Defense Quota,Yes,early,Child
4,667,18,44,31,8,0,244,0.125,35.10526315789474,0,1AC,Ladies,GKP,UMB,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
4,1129,4,32,151,11,3,244,0.0263157894736842,225.8,1,Sleeper,Ladies,MMCT,PNBE,Rajdhani,Defense Quota,Yes,early,Child
2,1155,16,9,278,12,3,244,0.007168458781362,67.94117647058823,0,Sleeper,Tatkal,BCT,BBS,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
2,166,12,22,378,1,1,244,0.0052770448548812,12.76923076923077,1,Sleeper,General,BBS,PNBE,Express,No_Special_Consideration,Yes,early,Senior Citizen
2,509,12,15,179,6,2,244,0.0111111111111111,39.15384615384615,1,2AC,Ladies,BSB,LTT,Express,Senior Citizen,Yes,early,Child
3,351,10,38,56,11,1,244,0.0526315789473684,31.90909090909091,0,2AC,General,KOAA,BSB,Superfast,No_Special_Consideration,No,early,Child
1,700,2,40,356,5,4,244,0.0028011204481792,233.33333333333337,1,3AC,Tatkal,ADI,PNBE,Rajdhani,Defense Quota,Yes,early,Child
3,549,17,41,266,2,5,244,0.0112359550561797,30.5,0,2AC,Ladies,MAS,ADI,Express,No_Special_Consideration,No,early,Senior Citizen
5,153,11,7,394,11,2,244,0.0126582278481012,12.75,1,Sleeper,General,ASR,NJP,Express,Defense Quota,Yes,early,Senior Citizen
4,118,10,7,403,6,3,244,0.0099009900990099,10.727272727272728,0,1AC,Tatkal,HWH,JP,Shatabdi,Defense Quota,No,early,Senior Citizen
5,1870,11,3,277,9,5,244,0.0179856115107913,155.83333333333334,0,3AC,Ladies,HWH,LTT,Shatabdi,No_Special_Consideration,No,early,Adult
4,75,2,26,28,8,0,244,0.1379310344827586,25.0,1,3AC,General,JU,MMCT,Superfast,Defense Quota,Yes,early,Child
2,1499,6,29,248,4,6,244,0.0080321285140562,214.1428571428571,1,1AC,Tatkal,KOAA,HWH,Rajdhani,Defense Quota,Yes,early,Senior Citizen
2,563,5,33,292,5,4,244,0.0068259385665529,93.83333333333331,1,Sleeper,Premium Tatkal,NJP,BCT,Express,Defense Quota,Yes,early,Child
2,1431,10,24,42,12,3,244,0.0465116279069767,130.0909090909091,0,2AC,Premium Tatkal,JHS,NDLS,Express,Defense Quota,No,early,Child
4,1159,13,39,256,1,0,244,0.0155642023346303,82.78571428571429,0,3AC,Tatkal,BSB,MMCT,Rajdhani,Defense Quota,No,early,Adult
5,756,14,24,389,2,0,244,0.0128205128205128,50.4,0,Sleeper,General,PNBE,ASR,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
5,1108,17,12,306,4,5,244,0.01628664495114,61.55555555555556,0,2AC,Ladies,SBC,BSB,Superfast,No_Special_Consideration,No,early,Adult
3,394,19,7,248,11,1,244,0.0120481927710843,19.7,0,3AC,General,PNBE,ADI,Superfast,Defense Quota,No,early,Adult
2,822,19,16,224,2,0,244,0.0088888888888888,41.1,1,2AC,General,BSB,SC,Express,Defense Quota,Yes,early,Senior Citizen
4,1014,5,19,88,7,4,244,0.0449438202247191,169.0,0,2AC,Tatkal,BCT,SC,Superfast,Senior Citizen,No,early,Adult
4,572,10,10,478,7,6,244,0.0083507306889352,52.0,1,2AC,Premium Tatkal,MMCT,LKO,Express,No_Special_Consideration,Yes,early,Child
3,1301,7,11,99,2,2,244,0.03,162.625,0,1AC,General,UMB,LKO,Superfast,Defense Quota,No,early,Senior Citizen
1,1012,9,32,91,2,3,244,0.0108695652173913,101.2,0,2AC,General,BBS,BBS,Express,Senior Citizen,No,early,Child
1,325,12,2,396,10,4,244,0.0025188916876574,25.0,1,2AC,Tatkal,NJP,ADI,Superfast,No_Special_Consideration,Yes,early,Adult
3,1062,19,19,480,8,2,244,0.0062370062370062,53.1,1,2AC,Premium Tatkal,KOAA,SBC,Rajdhani,No_Special_Consideration,Yes,early,Adult
3,50,19,11,166,10,2,244,0.0179640718562874,2.5,0,3AC,Ladies,MMCT,BCT,Rajdhani,No_Special_Consideration,No,early,Child
2,1111,8,14,267,4,4,244,0.0074626865671641,123.44444444444444,0,3AC,Premium Tatkal,HWH,BCT,Superfast,Senior Citizen,No,early,Senior Citizen
2,1745,19,27,346,6,4,244,0.0057636887608069,87.25,1,3AC,Tatkal,NJP,UMB,Rajdhani,Senior Citizen,Yes,early,Child
1,1777,5,7,322,3,1,244,0.0030959752321981,296.1666666666667,1,Sleeper,Tatkal,PNBE,BBS,Superfast,Senior Citizen,Yes,early,Adult
1,1474,19,21,174,3,6,244,0.0057142857142857,73.7,0,3AC,Premium Tatkal,JU,BSB,Rajdhani,Defense Quota,No,early,Senior Citizen
3,879,13,24,429,7,6,244,0.0069767441860465,62.785714285714285,0,1AC,General,JHS,JU,Rajdhani,Senior Citizen,No,early,Child
1,497,8,36,66,6,4,244,0.0149253731343283,55.22222222222222,1,1AC,Tatkal,JP,JU,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
2,1643,19,22,319,10,4,244,0.00625,82.15,0,1AC,Tatkal,BCT,MAS,Rajdhani,Defense Quota,No,early,Senior Citizen
5,818,10,9,491,9,2,244,0.0101626016260162,74.36363636363636,1,2AC,Premium Tatkal,CSMT,GKP,Express,Senior Citizen,Yes,early,Senior Citizen
3,1713,7,46,46,1,4,244,0.0638297872340425,214.125,0,Sleeper,General,ASR,CSMT,Shatabdi,Defense Quota,No,early,Child
5,844,5,14,448,3,4,244,0.0111358574610244,140.66666666666666,1,1AC,Premium Tatkal,CSMT,JP,Express,Senior Citizen,Yes,early,Adult
3,1982,14,11,309,8,3,244,0.0096774193548387,132.13333333333333,0,1AC,Ladies,MMCT,BCT,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1317,19,16,242,2,1,244,0.0205761316872428,65.85,1,3AC,Ladies,GKP,ADI,Express,Senior Citizen,Yes,early,Child
1,442,13,11,203,3,3,244,0.0049019607843137,31.571428571428573,0,Sleeper,Ladies,BSB,KOAA,Express,Defense Quota,No,early,Senior Citizen
1,1913,10,46,413,2,1,244,0.002415458937198,173.9090909090909,0,2AC,General,CSMT,CSMT,Express,Senior Citizen,No,early,Adult
4,1457,12,3,317,12,4,244,0.0125786163522012,112.07692307692308,0,2AC,General,LKO,HWH,Rajdhani,Senior Citizen,No,early,Senior Citizen
1,1158,5,47,86,1,0,244,0.0114942528735632,193.0,0,1AC,Tatkal,BSB,SBC,Express,Senior Citizen,No,early,Senior Citizen
1,1313,14,45,295,6,2,244,0.0033783783783783,87.53333333333333,0,3AC,Tatkal,LKO,CSMT,Superfast,Senior Citizen,No,early,Senior Citizen
4,1731,14,26,46,10,0,244,0.0851063829787234,115.4,0,1AC,Ladies,NDLS,JP,Express,No_Special_Consideration,No,early,Senior Citizen
2,1524,12,14,333,8,6,244,0.0059880239520958,117.23076923076924,1,2AC,Premium Tatkal,LKO,SC,Shatabdi,Senior Citizen,Yes,early,Child
5,1932,8,17,336,9,1,244,0.0148367952522255,214.66666666666663,0,3AC,General,LTT,MAS,Shatabdi,No_Special_Consideration,No,early,Child
3,590,12,37,49,6,6,244,0.06,45.38461538461539,0,2AC,Premium Tatkal,HWH,ADI,Express,No_Special_Consideration,No,early,Adult
1,1729,12,12,56,11,2,244,0.0175438596491228,133.0,1,1AC,Tatkal,ASR,SC,Superfast,No_Special_Consideration,Yes,early,Adult
2,1189,17,34,314,5,3,244,0.0063492063492063,66.05555555555556,1,Sleeper,Premium Tatkal,NDLS,HWH,Shatabdi,Senior Citizen,Yes,early,Child
5,1263,19,16,148,11,2,244,0.0335570469798657,63.15,0,1AC,Ladies,HWH,UMB,Rajdhani,Defense Quota,No,early,Adult
2,1933,4,27,319,11,2,244,0.00625,386.6,1,1AC,Premium Tatkal,JHS,MAS,Rajdhani,Senior Citizen,Yes,early,Child
3,825,15,36,441,2,2,244,0.006787330316742,51.5625,0,1AC,Tatkal,ADI,MMCT,Express,Senior Citizen,No,early,Adult
3,1098,13,23,390,4,5,244,0.0076726342710997,78.42857142857143,1,Sleeper,General,MAS,NJP,Superfast,Senior Citizen,Yes,early,Child
3,485,9,26,156,7,4,244,0.019108280254777,48.5,0,Sleeper,General,JP,CSMT,Shatabdi,Senior Citizen,No,early,Senior Citizen
4,1931,7,33,69,12,4,244,0.0571428571428571,241.375,1,1AC,General,LTT,JP,Rajdhani,No_Special_Consideration,Yes,early,Adult
4,173,10,12,347,5,2,244,0.0114942528735632,15.727272727272728,0,3AC,Tatkal,LKO,MAS,Shatabdi,No_Special_Consideration,No,early,Child
2,214,5,25,357,3,0,244,0.0055865921787709,35.666666666666664,1,3AC,General,HWH,LTT,Superfast,Defense Quota,Yes,early,Child
2,1054,7,3,455,3,1,244,0.0043859649122807,131.75,0,3AC,Tatkal,CNB,BSB,Shatabdi,Defense Quota,No,early,Child
3,1571,14,38,269,3,2,244,0.0111111111111111,104.73333333333332,0,3AC,Ladies,ASR,MAS,Rajdhani,Defense Quota,No,early,Adult
2,414,13,42,363,10,2,244,0.0054945054945054,29.571428571428573,0,2AC,Tatkal,BSB,CSMT,Shatabdi,Senior Citizen,No,early,Child
2,1229,9,31,159,5,2,244,0.0125,122.9,0,Sleeper,Ladies,JP,NDLS,Shatabdi,Defense Quota,No,early,Adult
5,333,19,47,217,5,5,244,0.0229357798165137,16.65,1,Sleeper,General,LKO,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Adult
5,325,15,42,312,12,0,244,0.0159744408945686,20.3125,0,3AC,Tatkal,BBS,BBS,Express,No_Special_Consideration,No,early,Child
4,285,11,42,299,5,1,244,0.0133333333333333,23.75,0,1AC,Premium Tatkal,NJP,HWH,Rajdhani,Defense Quota,No,early,Child
3,757,5,7,390,2,2,244,0.0076726342710997,126.16666666666669,1,Sleeper,Ladies,HWH,GKP,Rajdhani,Defense Quota,Yes,early,Child
1,372,15,35,259,3,6,244,0.0038461538461538,23.25,0,1AC,General,HWH,GKP,Superfast,No_Special_Consideration,No,early,Child
3,1083,11,23,264,3,6,244,0.0113207547169811,90.25,1,3AC,Tatkal,JP,SC,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,683,15,18,281,4,2,244,0.0035460992907801,42.6875,0,3AC,Tatkal,GKP,ADI,Shatabdi,Senior Citizen,No,early,Child
4,1275,5,30,202,6,1,244,0.0197044334975369,212.5,0,3AC,Ladies,MAS,LTT,Rajdhani,No_Special_Consideration,No,early,Child
4,668,5,32,91,2,2,244,0.0434782608695652,111.33333333333331,0,1AC,Ladies,JP,BBS,Express,Defense Quota,No,early,Adult
4,1737,7,4,318,7,1,244,0.012539184952978,217.125,1,1AC,Tatkal,HWH,BSB,Express,No_Special_Consideration,Yes,early,Child
1,1365,14,31,431,3,4,244,0.0023148148148148,91.0,0,3AC,Ladies,KOAA,MMCT,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
1,1007,15,35,252,2,0,244,0.0039525691699604,62.9375,0,3AC,Ladies,JP,CSMT,Shatabdi,Defense Quota,No,early,Senior Citizen
2,362,19,19,431,5,5,244,0.0046296296296296,18.1,1,3AC,Premium Tatkal,CNB,SC,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
5,702,9,14,346,2,0,244,0.0144092219020172,70.2,0,1AC,General,GKP,GKP,Superfast,Defense Quota,No,early,Adult
1,872,4,35,491,4,6,244,0.0020325203252032,174.4,0,1AC,Tatkal,UMB,NJP,Rajdhani,Defense Quota,No,early,Senior Citizen
2,1738,12,18,446,2,1,244,0.0044742729306487,133.69230769230768,0,3AC,Tatkal,NJP,GKP,Superfast,No_Special_Consideration,No,early,Adult
2,1865,9,8,395,12,5,244,0.005050505050505,186.5,1,1AC,General,MAS,LKO,Express,No_Special_Consideration,Yes,early,Adult
5,1779,13,40,179,5,0,244,0.0277777777777777,127.07142857142856,0,Sleeper,Ladies,LTT,ADI,Rajdhani,Senior Citizen,No,early,Adult
3,1747,8,37,427,10,5,244,0.0070093457943925,194.11111111111111,1,2AC,Premium Tatkal,KOAA,JU,Rajdhani,Senior Citizen,Yes,early,Adult
2,543,9,32,253,10,4,244,0.0078740157480314,54.3,0,1AC,Tatkal,NJP,MAS,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
4,632,5,26,294,3,4,244,0.0135593220338983,105.33333333333331,0,3AC,Tatkal,CNB,LTT,Rajdhani,Senior Citizen,No,early,Senior Citizen
2,643,14,39,101,1,6,244,0.0196078431372549,42.86666666666667,0,2AC,Premium Tatkal,UMB,HWH,Superfast,Defense Quota,No,early,Adult
4,1823,16,21,9,3,1,244,0.4,107.23529411764706,0,2AC,Tatkal,ADI,ADI,Rajdhani,Defense Quota,No,early,Adult
5,388,4,35,16,12,0,244,0.2941176470588235,77.6,1,3AC,General,UMB,BBS,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,542,5,5,243,8,3,244,0.0081967213114754,90.33333333333331,0,Sleeper,Premium Tatkal,BCT,NDLS,Superfast,No_Special_Consideration,No,early,Child
1,1294,10,22,119,7,4,244,0.0083333333333333,117.63636363636364,0,2AC,Ladies,ASR,JP,Shatabdi,Defense Quota,No,early,Adult
2,334,9,42,329,8,6,244,0.006060606060606,33.4,0,1AC,General,ASR,UMB,Rajdhani,Defense Quota,No,early,Child
3,834,13,5,59,9,5,244,0.05,59.57142857142857,1,Sleeper,Premium Tatkal,NJP,BBS,Express,Defense Quota,Yes,early,Adult
3,426,3,47,375,4,0,244,0.0079787234042553,106.5,0,2AC,Premium Tatkal,JHS,PNBE,Express,Senior Citizen,No,early,Child
5,1228,4,7,287,3,4,244,0.0173611111111111,245.6,1,2AC,Premium Tatkal,HWH,BSB,Express,Senior Citizen,Yes,early,Child
5,1792,6,20,27,9,4,244,0.1785714285714285,256.0,1,2AC,Premium Tatkal,SC,LKO,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
3,1450,16,11,319,4,2,244,0.009375,85.29411764705883,1,Sleeper,Ladies,NJP,GKP,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
2,1468,2,38,168,12,3,244,0.0118343195266272,489.3333333333333,0,Sleeper,Ladies,BBS,SBC,Shatabdi,Senior Citizen,No,early,Senior Citizen
3,927,4,29,110,1,4,244,0.027027027027027,185.4,0,Sleeper,Tatkal,JHS,ADI,Express,Senior Citizen,No,early,Adult
5,1542,18,35,467,7,1,244,0.0106837606837606,81.15789473684211,0,3AC,General,PNBE,KOAA,Shatabdi,Defense Quota,No,early,Adult
3,1637,4,11,497,2,5,244,0.0060240963855421,327.4,1,2AC,Premium Tatkal,KOAA,GKP,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,515,16,4,33,2,5,244,0.0294117647058823,30.294117647058822,0,1AC,Tatkal,CNB,LKO,Express,Senior Citizen,No,early,Senior Citizen
3,712,14,7,165,1,0,244,0.0180722891566265,47.46666666666667,0,2AC,Ladies,MAS,BCT,Superfast,No_Special_Consideration,No,early,Senior Citizen
3,836,5,41,145,1,5,244,0.0205479452054794,139.33333333333334,1,3AC,Tatkal,NDLS,LTT,Superfast,Defense Quota,Yes,early,Adult
1,788,6,22,328,3,1,244,0.0030395136778115,112.57142857142856,0,1AC,Premium Tatkal,NJP,UMB,Express,Defense Quota,No,early,Child
5,1925,2,30,451,2,2,244,0.0110619469026548,641.6666666666666,0,Sleeper,Ladies,MMCT,PNBE,Superfast,Defense Quota,No,early,Senior Citizen
2,1362,2,38,267,4,3,244,0.0074626865671641,454.0,1,2AC,General,BCT,JU,Rajdhani,Defense Quota,Yes,early,Adult
5,1496,6,6,472,7,2,244,0.0105708245243128,213.71428571428572,0,1AC,Ladies,CNB,JHS,Superfast,Senior Citizen,No,early,Child
1,1492,14,31,398,6,1,244,0.0025062656641604,99.46666666666668,0,Sleeper,Tatkal,JU,JP,Rajdhani,Defense Quota,No,early,Child
1,246,19,37,405,9,3,244,0.0024630541871921,12.3,1,1AC,General,MMCT,JP,Shatabdi,Defense Quota,Yes,early,Child
4,454,13,3,8,2,3,244,0.4444444444444444,32.42857142857143,1,1AC,Premium Tatkal,LKO,PNBE,Rajdhani,Defense Quota,Yes,early,Senior Citizen
2,1482,19,25,182,1,2,244,0.0109289617486338,74.1,0,2AC,Premium Tatkal,GKP,LTT,Superfast,Senior Citizen,No,early,Adult
4,744,8,29,182,4,6,244,0.0218579234972677,82.66666666666667,0,Sleeper,Ladies,NJP,PNBE,Express,Senior Citizen,No,early,Senior Citizen
3,424,10,41,297,4,0,244,0.0100671140939597,38.54545454545455,0,3AC,Tatkal,ADI,LKO,Superfast,No_Special_Consideration,No,early,Child
2,1850,4,33,153,2,4,244,0.0129870129870129,370.0,1,3AC,General,NDLS,MAS,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
5,1397,17,40,11,7,5,244,0.4166666666666667,77.61111111111111,1,Sleeper,Ladies,SC,NJP,Express,Defense Quota,Yes,early,Senior Citizen
2,1828,3,22,409,6,2,244,0.0048780487804878,457.0,0,Sleeper,General,LTT,GKP,Rajdhani,Defense Quota,No,early,Senior Citizen
3,1654,14,36,413,9,6,244,0.0072463768115942,110.26666666666668,1,1AC,Tatkal,MMCT,NJP,Express,No_Special_Consideration,Yes,early,Senior Citizen
2,617,18,37,279,2,1,244,0.0071428571428571,32.473684210526315,0,2AC,General,MAS,SBC,Express,No_Special_Consideration,No,early,Senior Citizen
2,75,13,30,101,1,4,244,0.0196078431372549,5.357142857142857,0,2AC,General,UMB,JU,Rajdhani,No_Special_Consideration,No,early,Child
4,98,14,34,283,11,2,244,0.0140845070422535,6.533333333333333,0,1AC,Ladies,SC,NJP,Shatabdi,Senior Citizen,No,early,Adult
1,1342,15,35,368,8,1,244,0.002710027100271,83.875,0,1AC,General,BBS,UMB,Express,Defense Quota,No,early,Senior Citizen
3,1796,4,25,91,10,1,244,0.0326086956521739,359.2,0,2AC,Premium Tatkal,HWH,LTT,Superfast,Senior Citizen,No,early,Child
4,1643,3,42,373,7,1,244,0.0106951871657754,410.75,1,2AC,Ladies,HWH,CNB,Superfast,Defense Quota,Yes,early,Senior Citizen
1,1274,2,11,228,6,3,244,0.0043668122270742,424.6666666666667,1,2AC,General,ASR,BBS,Superfast,Defense Quota,Yes,early,Senior Citizen
2,1572,4,6,252,10,2,244,0.0079051383399209,314.4,1,Sleeper,Tatkal,ADI,MMCT,Rajdhani,Defense Quota,Yes,early,Senior Citizen
3,153,5,37,469,7,1,244,0.0063829787234042,25.5,1,1AC,General,ASR,PNBE,Superfast,Senior Citizen,Yes,early,Adult
5,601,4,14,130,5,4,244,0.0381679389312977,120.2,0,1AC,General,HWH,GKP,Rajdhani,No_Special_Consideration,No,early,Child
4,1956,19,21,188,8,0,244,0.0211640211640211,97.8,1,2AC,Premium Tatkal,MAS,KOAA,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,1446,19,11,393,1,1,244,0.0025380710659898,72.3,0,3AC,Tatkal,ASR,JP,Express,Defense Quota,No,early,Adult
4,283,8,10,481,12,2,244,0.0082987551867219,31.444444444444443,0,3AC,Tatkal,HWH,NDLS,Shatabdi,No_Special_Consideration,No,early,Adult
3,874,3,46,250,10,6,244,0.0119521912350597,218.5,0,3AC,General,BSB,GKP,Rajdhani,No_Special_Consideration,No,early,Adult
3,1866,19,11,426,11,6,244,0.0070257611241217,93.3,0,1AC,General,CNB,MMCT,Shatabdi,No_Special_Consideration,No,early,Adult
2,1778,15,3,421,2,5,244,0.0047393364928909,111.125,0,Sleeper,Tatkal,PNBE,GKP,Shatabdi,Defense Quota,No,early,Senior Citizen
2,259,15,44,460,5,6,244,0.0043383947939262,16.1875,1,3AC,Ladies,GKP,CSMT,Superfast,Senior Citizen,Yes,early,Adult
1,536,10,39,265,7,4,244,0.0037593984962406,48.72727272727273,0,1AC,General,LTT,SBC,Express,No_Special_Consideration,No,early,Child
5,1016,11,8,225,5,3,244,0.0221238938053097,84.66666666666667,0,Sleeper,Tatkal,NDLS,BSB,Superfast,Defense Quota,No,early,Child
2,381,6,36,30,6,6,244,0.064516129032258,54.42857142857143,1,Sleeper,Tatkal,GKP,BSB,Shatabdi,No_Special_Consideration,Yes,early,Adult
5,1048,11,36,372,3,1,244,0.0134048257372654,87.33333333333333,0,Sleeper,Premium Tatkal,JHS,NDLS,Rajdhani,Senior Citizen,No,early,Senior Citizen
4,668,2,8,461,5,0,244,0.0086580086580086,222.66666666666663,0,3AC,Ladies,BCT,KOAA,Shatabdi,No_Special_Consideration,No,early,Adult
3,1198,14,40,31,12,5,244,0.09375,79.86666666666666,1,2AC,Ladies,HWH,CSMT,Superfast,Defense Quota,Yes,early,Child
5,185,12,30,301,9,5,244,0.0165562913907284,14.23076923076923,1,1AC,Tatkal,BCT,UMB,Shatabdi,No_Special_Consideration,Yes,early,Child
3,1418,18,38,2,12,2,244,1.0,74.63157894736842,1,3AC,Premium Tatkal,CNB,SC,Express,No_Special_Consideration,Yes,early,Senior Citizen
4,482,3,6,366,3,6,244,0.0108991825613079,120.5,1,Sleeper,General,ADI,CSMT,Rajdhani,No_Special_Consideration,Yes,early,Adult
4,125,17,42,497,9,0,244,0.0080321285140562,6.944444444444445,1,1AC,General,PNBE,NJP,Shatabdi,Defense Quota,Yes,early,Adult
1,981,19,3,454,8,5,244,0.0021978021978021,49.05,0,3AC,Ladies,SBC,CSMT,Rajdhani,Defense Quota,No,early,Senior Citizen
4,561,4,30,139,8,0,244,0.0285714285714285,112.2,0,2AC,Ladies,LTT,ASR,Superfast,Defense Quota,No,early,Senior Citizen
4,154,2,37,401,6,3,244,0.0099502487562189,51.333333333333336,1,Sleeper,General,NDLS,NJP,Shatabdi,Defense Quota,Yes,early,Senior Citizen
3,776,10,46,62,4,2,244,0.0476190476190476,70.54545454545455,0,1AC,Tatkal,SBC,CNB,Express,No_Special_Consideration,No,early,Adult
1,133,12,22,485,9,0,244,0.0020576131687242,10.23076923076923,1,3AC,Ladies,NDLS,MAS,Shatabdi,No_Special_Consideration,Yes,early,Child
3,1892,15,8,229,11,0,244,0.0130434782608695,118.25,0,1AC,Premium Tatkal,LKO,SC,Superfast,No_Special_Consideration,No,early,Child
2,237,7,28,196,5,0,244,0.0101522842639593,29.625,1,1AC,Tatkal,LTT,MAS,Express,No_Special_Consideration,Yes,early,Child
2,1864,10,42,55,1,2,244,0.0357142857142857,169.45454545454547,1,3AC,Premium Tatkal,NJP,PNBE,Rajdhani,Senior Citizen,Yes,early,Adult
3,1371,19,39,471,4,4,244,0.0063559322033898,68.55,0,2AC,Premium Tatkal,JP,JHS,Rajdhani,Senior Citizen,No,early,Child
3,1815,14,40,399,7,5,244,0.0075,121.0,1,3AC,Tatkal,MMCT,CSMT,Rajdhani,Defense Quota,Yes,early,Child
2,1762,8,45,131,4,4,244,0.0151515151515151,195.77777777777777,0,2AC,Ladies,ADI,KOAA,Rajdhani,Defense Quota,No,early,Child
3,560,19,5,449,4,4,244,0.0066666666666666,28.0,0,3AC,General,BCT,JHS,Rajdhani,Defense Quota,No,early,Child
5,244,9,24,248,2,1,244,0.0200803212851405,24.4,0,1AC,Premium Tatkal,BSB,BSB,Rajdhani,Defense Quota,No,early,Adult
3,520,8,40,307,7,1,244,0.0097402597402597,57.77777777777778,1,3AC,General,UMB,JHS,Express,Senior Citizen,Yes,early,Senior Citizen
5,1443,17,37,55,2,2,244,0.0892857142857142,80.16666666666667,0,1AC,Ladies,SC,SC,Superfast,No_Special_Consideration,No,early,Senior Citizen
4,1972,5,28,454,6,4,244,0.0087912087912087,328.6666666666667,1,1AC,Ladies,UMB,LKO,Express,No_Special_Consideration,Yes,early,Senior Citizen
2,223,2,5,183,12,4,244,0.0108695652173913,74.33333333333333,1,Sleeper,General,JP,LTT,Shatabdi,Senior Citizen,Yes,early,Adult
2,1453,11,16,154,7,5,244,0.0129032258064516,121.08333333333331,0,1AC,Ladies,BSB,BBS,Express,Defense Quota,No,early,Senior Citizen
2,993,11,39,493,6,3,244,0.0040485829959514,82.75,1,Sleeper,General,SC,LKO,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,60,3,9,419,5,2,244,0.0071428571428571,15.0,0,2AC,Tatkal,LKO,CNB,Express,No_Special_Consideration,No,early,Senior Citizen
3,269,14,18,283,11,1,244,0.0105633802816901,17.933333333333334,1,Sleeper,Premium Tatkal,KOAA,SC,Rajdhani,Defense Quota,Yes,early,Child
3,630,11,31,376,11,4,244,0.0079575596816976,52.5,1,3AC,Tatkal,ASR,SBC,Shatabdi,Defense Quota,Yes,early,Adult
4,1958,12,17,491,11,6,244,0.008130081300813,150.6153846153846,0,Sleeper,Tatkal,BSB,BSB,Superfast,Senior Citizen,No,early,Child
2,564,4,44,403,9,5,244,0.0049504950495049,112.8,0,1AC,General,HWH,MMCT,Shatabdi,Senior Citizen,No,early,Adult
3,1368,6,35,156,2,1,244,0.019108280254777,195.42857142857144,1,2AC,Tatkal,CNB,SC,Shatabdi,Defense Quota,Yes,early,Child
5,1252,13,37,209,9,4,244,0.0238095238095238,89.42857142857143,0,1AC,General,GKP,ASR,Shatabdi,Defense Quota,No,early,Adult
3,77,15,2,392,1,1,244,0.0076335877862595,4.8125,0,1AC,Tatkal,LTT,JU,Express,Defense Quota,No,early,Child
1,354,14,43,345,4,5,244,0.0028901734104046,23.6,0,3AC,Premium Tatkal,NDLS,MAS,Shatabdi,No_Special_Consideration,No,early,Child
4,794,9,13,112,10,5,244,0.0353982300884955,79.4,0,Sleeper,Ladies,LKO,BBS,Superfast,No_Special_Consideration,No,early,Child
5,1692,5,2,350,12,4,244,0.0142450142450142,282.0,0,2AC,Ladies,NJP,BSB,Superfast,No_Special_Consideration,No,early,Adult
5,1713,6,33,70,1,4,244,0.0704225352112676,244.71428571428572,0,Sleeper,Tatkal,JU,KOAA,Shatabdi,Senior Citizen,No,early,Adult
1,470,8,34,470,5,3,244,0.0021231422505307,52.22222222222222,1,3AC,Tatkal,ADI,BCT,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
2,264,13,36,170,10,2,244,0.0116959064327485,18.857142857142858,1,1AC,Tatkal,ASR,CSMT,Express,Defense Quota,Yes,early,Adult
2,1490,8,37,165,7,3,244,0.0120481927710843,165.55555555555554,0,Sleeper,Tatkal,PNBE,JHS,Superfast,Defense Quota,No,early,Adult
5,214,14,36,78,6,4,244,0.0632911392405063,14.266666666666667,1,1AC,Premium Tatkal,BCT,UMB,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
4,810,7,34,72,8,3,244,0.0547945205479452,101.25,0,1AC,General,ASR,ADI,Rajdhani,Senior Citizen,No,early,Child
5,1002,11,24,103,11,0,244,0.048076923076923,83.5,0,Sleeper,Premium Tatkal,BBS,JU,Shatabdi,Defense Quota,No,early,Senior Citizen
3,262,15,13,159,12,4,244,0.01875,16.375,1,Sleeper,Premium Tatkal,HWH,MAS,Rajdhani,Senior Citizen,Yes,early,Child
1,1839,15,40,334,10,6,244,0.0029850746268656,114.9375,0,3AC,General,LKO,JU,Rajdhani,Defense Quota,No,early,Adult
1,1440,14,20,230,12,0,244,0.0043290043290043,96.0,0,1AC,Premium Tatkal,CNB,ASR,Rajdhani,Senior Citizen,No,early,Adult
