Number of Passengers,Travel Distance,Number of Stations,Travel Time,Seat Availability,journey_month,journey_dayofweek,days_before_journey,seat_pressure,route_length_per_stop,is_peak_or_holiday,Class of Travel,Quota,Source Station,Destination Station,Train Type,Special Considerations,Holiday or Peak Season,booking_urgency_bucket,Age of Passengers
1,1744,2,5,112,6,1,244,0.0088495575221238,581.3333333333334,0,1AC,Tatkal,BCT,NJP,Superfast,Senior Citizen,No,early,Child
2,762,12,27,7,5,4,244,0.25,58.61538461538461,0,1AC,Tatkal,CSMT,JU,Shatabdi,Senior Citizen,No,early,Adult
3,1590,4,8,361,5,1,244,0.0082872928176795,318.0,1,1AC,Ladies,SBC,NDLS,Rajdhani,Senior Citizen,Yes,early,Adult
4,911,6,20,30,7,4,244,0.1290322580645161,130.14285714285714,1,2AC,General,MMCT,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Child
2,1194,8,25,404,6,3,244,0.0049382716049382,132.66666666666666,1,Sleeper,Premium Tatkal,ADI,BBS,Express,No_Special_Consideration,Yes,early,Adult
1,1364,10,40,481,8,6,244,0.0020746887966804,124.0,0,2AC,Premium Tatkal,CSMT,JHS,Express,Defense Quota,No,early,Adult
3,674,15,37,38,6,0,244,0.0769230769230769,42.125,1,1AC,Tatkal,BSB,GKP,Superfast,Defense Quota,Yes,early,Senior Citizen
3,405,4,46,226,4,2,244,0.013215859030837,81.0,0,1AC,Premium Tatkal,PNBE,SC,Superfast,Defense Quota,No,early,Senior Citizen
4,1548,9,39,251,5,2,244,0.0158730158730158,154.8,1,3AC,Tatkal,NJP,BSB,Shatabdi,Defense Quota,Yes,early,Adult
5,1000,6,35,419,9,3,244,0.0119047619047619,142.85714285714286,1,3AC,Tatkal,JP,PNBE,Shatabdi,Defense Quota,Yes,early,Adult
1,965,14,14,347,4,1,244,0.0028735632183908,64.33333333333333,0,3AC,General,ADI,UMB,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
3,1170,10,39,468,3,3,244,0.0063965884861407,106.36363636363636,1,1AC,Tatkal,KOAA,ASR,Superfast,Senior Citizen,Yes,early,Adult
3,1330,6,19,372,5,3,244,0.0080428954423592,190.0,1,1AC,Tatkal,ADI,CNB,Express,Defense Quota,Yes,early,Adult
2,628,7,17,267,7,6,244,0.0074626865671641,78.5,1,Sleeper,Premium Tatkal,PNBE,LTT,Superfast,No_Special_Consideration,Yes,early,Adult
5,639,14,36,98,8,3,244,0.0505050505050505,42.6,1,2AC,Ladies,MAS,LTT,Rajdhani,Defense Quota,Yes,early,Adult
5,1587,9,2,3,5,5,244,1.25,158.7,1,3AC,Premium Tatkal,ADI,NJP,Rajdhani,Defense Quota,Yes,early,Adult
2,356,16,19,385,8,4,244,0.005181347150259,20.941176470588236,0,1AC,Tatkal,SBC,GKP,Shatabdi,No_Special_Consideration,No,early,Adult
5,900,3,33,83,10,4,244,0.0595238095238095,225.0,0,Sleeper,General,JP,BSB,Rajdhani,Defense Quota,No,early,Adult
4,1390,10,22,287,5,0,244,0.0138888888888888,126.36363636363636,0,2AC,Ladies,LTT,HWH,Shatabdi,Senior Citizen,No,early,Senior Citizen
1,1356,16,6,227,2,6,244,0.0043859649122807,79.76470588235294,1,3AC,General,PNBE,CNB,Superfast,No_Special_Consideration,Yes,early,Child
5,578,18,16,214,5,5,244,0.0232558139534883,30.42105263157895,1,Sleeper,General,KOAA,GKP,Express,Senior Citizen,Yes,early,Child
4,1727,12,32,197,7,0,244,0.0202020202020202,132.84615384615384,1,3AC,Ladies,HWH,BSB,Rajdhani,Defense Quota,Yes,early,Adult
3,588,14,3,249,10,5,244,0.012,39.2,0,3AC,Tatkal,LKO,GKP,Rajdhani,Defense Quota,No,early,Adult
5,396,7,13,264,9,2,244,0.0188679245283018,49.5,1,1AC,General,HWH,MMCT,Shatabdi,Defense Quota,Yes,early,Adult
3,1049,15,6,245,7,5,244,0.0121951219512195,65.5625,1,Sleeper,Tatkal,SBC,GKP,Rajdhani,Defense Quota,Yes,early,Adult
1,554,18,38,8,9,5,244,0.1111111111111111,29.157894736842103,0,Sleeper,General,SC,BSB,Rajdhani,Senior Citizen,No,early,Child
4,68,17,5,458,8,0,244,0.008714596949891,3.7777777777777777,0,3AC,Ladies,BBS,MAS,Rajdhani,Defense Quota,No,early,Child
3,1694,11,30,315,5,6,244,0.0094936708860759,141.16666666666666,1,2AC,Ladies,UMB,JHS,Superfast,Senior Citizen,Yes,early,Adult
2,938,16,30,186,1,4,244,0.0106951871657754,55.1764705882353,1,Sleeper,General,ADI,SC,Express,No_Special_Consideration,Yes,early,Adult
1,1471,14,11,169,1,1,244,0.0058823529411764,98.06666666666666,0,1AC,Ladies,UMB,CNB,Superfast,Senior Citizen,No,early,Adult
4,1475,10,41,367,6,6,244,0.0108695652173913,134.0909090909091,1,3AC,Ladies,CSMT,LTT,Express,Senior Citizen,Yes,early,Child
2,1945,9,22,307,11,2,244,0.0064935064935064,194.5,1,Sleeper,General,ADI,NJP,Shatabdi,No_Special_Consideration,Yes,early,Adult
5,364,3,33,12,11,3,244,0.3846153846153846,91.0,1,1AC,Premium Tatkal,BBS,GKP,Rajdhani,Senior Citizen,Yes,early,Child
1,1753,15,26,12,10,6,244,0.0769230769230769,109.5625,0,1AC,Tatkal,BCT,LTT,Shatabdi,Defense Quota,No,early,Child
1,1722,13,22,36,7,0,244,0.027027027027027,123.0,0,Sleeper,General,JU,MMCT,Express,Senior Citizen,No,early,Adult
4,262,6,25,260,4,6,244,0.0153256704980842,37.42857142857143,1,Sleeper,General,BCT,BCT,Superfast,No_Special_Consideration,Yes,early,Adult
2,562,3,9,210,3,3,244,0.0094786729857819,140.5,1,1AC,General,JHS,ADI,Express,No_Special_Consideration,Yes,early,Child
4,106,15,25,260,6,2,244,0.0153256704980842,6.625,1,1AC,Premium Tatkal,JHS,HWH,Superfast,Senior Citizen,Yes,early,Child
5,405,7,41,270,2,3,244,0.018450184501845,50.625,1,3AC,Premium Tatkal,KOAA,LKO,Rajdhani,Defense Quota,Yes,early,Senior Citizen
4,1070,7,32,165,8,4,244,0.0240963855421686,133.75,1,3AC,Tatkal,BCT,MMCT,Rajdhani,Defense Quota,Yes,early,Senior Citizen
1,1730,13,28,281,11,2,244,0.0035460992907801,123.57142857142856,0,3AC,Ladies,HWH,CNB,Express,Defense Quota,No,early,Senior Citizen
5,1595,14,44,358,5,3,244,0.0139275766016713,106.33333333333331,1,3AC,General,SC,GKP,Express,Defense Quota,Yes,early,Senior Citizen
1,1704,7,21,379,9,2,244,0.0026315789473684,213.0,1,2AC,Premium Tatkal,UMB,ADI,Shatabdi,No_Special_Consideration,Yes,early,Child
3,345,18,35,361,7,5,244,0.0082872928176795,18.157894736842103,1,3AC,General,KOAA,UMB,Shatabdi,Senior Citizen,Yes,early,Child
3,894,5,23,421,3,6,244,0.0071090047393364,149.0,1,Sleeper,General,ADI,JP,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,386,18,3,6,1,4,244,0.4285714285714285,20.31578947368421,1,3AC,Ladies,LTT,SBC,Superfast,Defense Quota,Yes,early,Child
5,1153,13,12,136,4,0,244,0.0364963503649635,82.35714285714286,1,Sleeper,Tatkal,BBS,JHS,Rajdhani,Defense Quota,Yes,early,Senior Citizen
4,1459,6,17,19,10,1,244,0.2,208.42857142857144,0,2AC,Tatkal,CSMT,SC,Express,Senior Citizen,No,early,Child
5,1579,17,45,56,3,4,244,0.087719298245614,87.72222222222223,0,Sleeper,Tatkal,GKP,UMB,Express,Defense Quota,No,early,Child
2,842,10,31,491,10,1,244,0.0040650406504065,76.54545454545455,0,2AC,General,BBS,ASR,Express,Defense Quota,No,early,Child
2,1800,8,25,180,9,3,244,0.011049723756906,200.0,0,2AC,Tatkal,CNB,SC,Rajdhani,No_Special_Consideration,No,early,Adult
3,87,5,6,144,10,2,244,0.0206896551724137,14.5,0,Sleeper,Tatkal,JU,SBC,Superfast,Defense Quota,No,early,Adult
3,883,4,4,284,9,5,244,0.0105263157894736,176.6,0,3AC,General,HWH,JU,Superfast,Senior Citizen,No,early,Adult
2,394,11,32,241,11,1,244,0.0082644628099173,32.833333333333336,0,3AC,General,PNBE,BBS,Express,Defense Quota,No,early,Adult
4,1226,8,13,284,11,5,244,0.0140350877192982,136.22222222222223,0,Sleeper,Premium Tatkal,BSB,KOAA,Superfast,Defense Quota,No,early,Child
5,867,6,2,355,2,1,244,0.0140449438202247,123.85714285714286,1,Sleeper,Tatkal,MMCT,KOAA,Superfast,No_Special_Consideration,Yes,early,Child
5,609,18,29,206,12,3,244,0.0241545893719806,32.05263157894737,1,2AC,General,GKP,JHS,Express,Senior Citizen,Yes,early,Senior Citizen
4,1004,6,45,379,11,1,244,0.0105263157894736,143.42857142857142,1,1AC,Ladies,JU,PNBE,Express,Defense Quota,Yes,early,Adult
1,1812,2,19,3,2,3,244,0.25,604.0,0,2AC,General,BBS,JP,Rajdhani,Senior Citizen,No,early,Adult
1,548,9,25,241,4,3,244,0.0041322314049586,54.8,0,2AC,General,ADI,BSB,Rajdhani,No_Special_Consideration,No,early,Senior Citizen
1,1941,12,25,297,9,6,244,0.0033557046979865,149.30769230769232,0,3AC,Tatkal,CSMT,BCT,Express,No_Special_Consideration,No,early,Adult
3,388,2,24,441,9,0,244,0.006787330316742,129.33333333333334,0,3AC,Tatkal,LTT,JP,Rajdhani,Senior Citizen,No,early,Senior Citizen
4,1074,6,27,57,6,5,244,0.0689655172413793,153.42857142857142,1,3AC,Ladies,CNB,NJP,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,1809,7,12,42,3,2,244,0.0697674418604651,226.125,1,Sleeper,Ladies,ASR,MAS,Express,Senior Citizen,Yes,early,Adult
3,334,15,27,166,10,5,244,0.0179640718562874,20.875,0,Sleeper,General,CSMT,JU,Shatabdi,Defense Quota,No,early,Adult
5,787,9,30,9,11,2,244,0.5,78.7,1,Sleeper,Ladies,GKP,MAS,Express,Defense Quota,Yes,early,Senior Citizen
2,1771,8,23,97,4,3,244,0.0204081632653061,196.77777777777777,1,Sleeper,Tatkal,MMCT,NDLS,Superfast,Senior Citizen,Yes,early,Adult
3,1763,13,40,7,9,1,244,0.375,125.92857142857144,1,2AC,Premium Tatkal,PNBE,MAS,Rajdhani,Defense Quota,Yes,early,Senior Citizen
5,98,6,13,13,6,3,244,0.3571428571428571,14.0,1,Sleeper,Premium Tatkal,ADI,NJP,Express,Defense Quota,Yes,early,Adult
3,1013,12,16,26,1,2,244,0.1111111111111111,77.92307692307692,0,2AC,Tatkal,ASR,GKP,Shatabdi,No_Special_Consideration,No,early,Adult
3,1632,11,13,353,4,2,244,0.0084745762711864,136.0,1,3AC,Tatkal,MAS,BCT,Express,Defense Quota,Yes,early,Senior Citizen
4,1761,7,2,209,9,0,244,0.019047619047619,220.125,0,3AC,Ladies,PNBE,JP,Superfast,Senior Citizen,No,early,Adult
4,1336,9,19,483,5,6,244,0.0082644628099173,133.6,1,1AC,Premium Tatkal,MAS,ASR,Shatabdi,Defense Quota,Yes,early,Adult
5,1472,10,35,458,7,5,244,0.0108932461873638,133.8181818181818,1,Sleeper,Ladies,ASR,BBS,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
4,327,18,13,366,5,6,244,0.0108991825613079,17.210526315789473,1,2AC,Tatkal,CNB,LKO,Shatabdi,Defense Quota,Yes,early,Senior Citizen
4,1271,4,18,189,11,2,244,0.0210526315789473,254.2,0,3AC,General,UMB,HWH,Shatabdi,Defense Quota,No,early,Senior Citizen
3,334,9,13,74,4,6,244,0.04,33.4,0,3AC,General,MAS,JP,Shatabdi,Senior Citizen,No,early,Senior Citizen
2,1357,5,2,84,7,2,244,0.0235294117647058,226.16666666666663,1,1AC,Tatkal,LKO,CNB,Superfast,No_Special_Consideration,Yes,early,Adult
4,839,17,10,1,11,3,244,2.0,46.611111111111114,0,1AC,Ladies,PNBE,PNBE,Shatabdi,Senior Citizen,No,early,Adult
5,1478,4,29,230,9,5,244,0.0216450216450216,295.6,1,Sleeper,Tatkal,NJP,LTT,Rajdhani,Senior Citizen,Yes,early,Adult
1,97,7,35,442,6,2,244,0.0022573363431151,12.125,1,Sleeper,Ladies,KOAA,SBC,Superfast,No_Special_Consideration,Yes,early,Adult
2,1856,17,7,218,8,3,244,0.0091324200913242,103.11111111111111,1,3AC,Premium Tatkal,CSMT,JP,Superfast,Defense Quota,Yes,early,Child
5,443,16,15,164,12,3,244,0.0303030303030303,26.058823529411764,1,Sleeper,Ladies,KOAA,NJP,Rajdhani,Defense Quota,Yes,early,Adult
2,1574,14,41,119,2,5,244,0.0166666666666666,104.93333333333334,0,2AC,Premium Tatkal,ADI,UMB,Rajdhani,No_Special_Consideration,No,early,Child
4,1744,2,28,243,10,1,244,0.0163934426229508,581.3333333333334,0,1AC,Premium Tatkal,LKO,SBC,Rajdhani,No_Special_Consideration,No,early,Adult
5,1060,15,24,77,3,6,244,0.0641025641025641,66.25,0,2AC,General,BCT,ASR,Express,Senior Citizen,No,early,Child
3,928,3,17,470,8,5,244,0.0063694267515923,232.0,1,3AC,Ladies,GKP,SBC,Superfast,Defense Quota,Yes,early,Senior Citizen
2,604,11,29,147,2,6,244,0.0135135135135135,50.333333333333336,0,1AC,General,ADI,KOAA,Rajdhani,No_Special_Consideration,No,early,Child
4,833,17,16,34,9,3,244,0.1142857142857142,46.27777777777778,1,2AC,Premium Tatkal,BSB,MAS,Superfast,No_Special_Consideration,Yes,early,Child
3,1908,8,40,300,4,5,244,0.0099667774086378,212.0,1,2AC,General,HWH,KOAA,Superfast,Senior Citizen,Yes,early,Adult
5,1164,13,14,112,5,1,244,0.0442477876106194,83.14285714285714,0,Sleeper,Tatkal,ASR,NJP,Shatabdi,No_Special_Consideration,No,early,Adult
1,910,19,42,242,2,2,244,0.0041152263374485,45.5,0,1AC,Tatkal,SC,SC,Rajdhani,Defense Quota,No,early,Senior Citizen
1,1620,16,22,340,6,0,244,0.002932551319648,95.29411764705884,0,3AC,Premium Tatkal,ASR,BSB,Express,No_Special_Consideration,No,early,Child
2,1060,5,4,148,9,1,244,0.0134228187919463,176.66666666666666,1,1AC,General,NJP,BCT,Express,No_Special_Consideration,Yes,early,Senior Citizen
3,974,6,2,350,8,1,244,0.0085470085470085,139.14285714285714,0,1AC,Tatkal,NDLS,MMCT,Express,No_Special_Consideration,No,early,Child
2,1196,8,16,440,11,4,244,0.0045351473922902,132.88888888888889,0,3AC,Premium Tatkal,BSB,HWH,Superfast,No_Special_Consideration,No,early,Senior Citizen
3,311,17,22,352,12,2,244,0.0084985835694051,17.27777777777778,0,2AC,Tatkal,GKP,HWH,Shatabdi,No_Special_Consideration,No,early,Child
2,1627,5,28,14,1,6,244,0.1333333333333333,271.1666666666667,0,3AC,Premium Tatkal,ASR,MAS,Shatabdi,Senior Citizen,No,early,Senior Citizen
4,663,10,35,482,9,6,244,0.0082815734989648,60.27272727272727,1,1AC,Premium Tatkal,ADI,SC,Shatabdi,No_Special_Consideration,Yes,early,Adult
1,957,4,24,126,5,4,244,0.0078740157480314,191.4,0,2AC,General,HWH,LKO,Rajdhani,Senior Citizen,No,early,Child
4,708,12,43,228,9,0,244,0.0174672489082969,54.46153846153846,0,Sleeper,Tatkal,CNB,KOAA,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
4,477,19,7,447,7,3,244,0.0089285714285714,23.85,1,3AC,Ladies,BSB,UMB,Superfast,Senior Citizen,Yes,early,Adult
2,1503,17,25,216,9,1,244,0.0092165898617511,83.5,0,Sleeper,Ladies,PNBE,SBC,Superfast,Defense Quota,No,early,Senior Citizen
3,1146,12,46,462,10,0,244,0.0064794816414686,88.15384615384616,1,2AC,General,ADI,JU,Rajdhani,Senior Citizen,Yes,early,Child
1,1625,8,42,238,10,2,244,0.00418410041841,180.55555555555551,1,Sleeper,General,ASR,KOAA,Shatabdi,No_Special_Consideration,Yes,early,Senior Citizen
4,551,11,28,446,5,3,244,0.0089485458612975,45.916666666666664,1,3AC,General,SBC,UMB,Superfast,Defense Quota,Yes,early,Child
4,1625,7,27,75,6,1,244,0.0526315789473684,203.125,1,3AC,General,LKO,JHS,Superfast,No_Special_Consideration,Yes,early,Adult
4,1160,10,3,225,3,1,244,0.0176991150442477,105.45454545454544,1,1AC,General,SBC,ASR,Rajdhani,Senior Citizen,Yes,early,Adult
4,1456,19,10,227,12,3,244,0.0175438596491228,72.8,0,2AC,Tatkal,JP,ADI,Superfast,Defense Quota,No,early,Adult
4,1680,11,37,479,3,0,244,0.0083333333333333,140.0,1,1AC,General,SBC,ASR,Express,Senior Citizen,Yes,early,Child
5,1882,4,46,188,6,5,244,0.0264550264550264,376.4,1,Sleeper,Ladies,NJP,SBC,Shatabdi,Defense Quota,Yes,early,Adult
5,1780,11,11,449,9,6,244,0.0111111111111111,148.33333333333334,0,2AC,Tatkal,LTT,ASR,Express,Senior Citizen,No,early,Adult
2,1252,7,5,320,3,1,244,0.0062305295950155,156.5,0,2AC,Premium Tatkal,CNB,GKP,Superfast,Senior Citizen,No,early,Adult
5,1754,8,44,30,5,2,244,0.1612903225806451,194.88888888888889,1,Sleeper,Tatkal,JP,PNBE,Rajdhani,No_Special_Consideration,Yes,early,Adult
5,1509,6,25,371,9,1,244,0.0134408602150537,215.57142857142856,0,2AC,Premium Tatkal,PNBE,UMB,Express,No_Special_Consideration,No,early,Child
1,1402,4,18,217,3,2,244,0.0045871559633027,280.4,1,2AC,Premium Tatkal,UMB,BCT,Rajdhani,No_Special_Consideration,Yes,early,Adult
4,315,19,39,374,6,5,244,0.0106666666666666,15.75,1,3AC,General,LKO,KOAA,Shatabdi,Defense Quota,Yes,early,Adult
3,909,3,19,49,3,0,244,0.06,227.25,1,Sleeper,Tatkal,LTT,KOAA,Superfast,Senior Citizen,Yes,early,Adult
4,61,11,20,415,12,2,244,0.0096153846153846,5.083333333333333,0,Sleeper,Premium Tatkal,GKP,UMB,Express,No_Special_Consideration,No,early,Senior Citizen
5,426,2,22,43,8,3,244,0.1136363636363636,142.0,0,Sleeper,Tatkal,UMB,BBS,Express,No_Special_Consideration,No,early,Adult
5,390,10,23,31,11,6,244,0.15625,35.45454545454545,1,3AC,Premium Tatkal,GKP,UMB,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,516,4,34,431,8,3,244,0.0023148148148148,103.2,0,Sleeper,Premium Tatkal,NJP,SC,Rajdhani,Defense Quota,No,early,Child
1,1605,5,3,495,11,2,244,0.002016129032258,267.5,1,Sleeper,Ladies,JP,GKP,Rajdhani,Defense Quota,Yes,early,Adult
2,176,5,19,449,8,3,244,0.0044444444444444,29.333333333333332,1,2AC,General,UMB,ASR,Rajdhani,No_Special_Consideration,Yes,early,Child
1,1998,8,21,209,2,6,244,0.0047619047619047,222.0,1,3AC,Ladies,CNB,BSB,Superfast,Defense Quota,Yes,early,Senior Citizen
4,1740,14,28,360,7,1,244,0.0110803324099723,116.0,1,3AC,Tatkal,GKP,NJP,Express,No_Special_Consideration,Yes,early,Child
4,882,8,27,465,2,1,244,0.0085836909871244,98.0,1,1AC,Premium Tatkal,SC,CSMT,Shatabdi,Senior Citizen,Yes,early,Child
5,1011,7,43,470,12,1,244,0.0106157112526539,126.375,0,Sleeper,General,SC,MMCT,Rajdhani,Defense Quota,No,early,Senior Citizen
4,1138,3,10,198,8,4,244,0.0201005025125628,284.5,1,1AC,General,BCT,CNB,Superfast,Defense Quota,Yes,early,Senior Citizen
1,1058,7,23,72,2,0,244,0.0136986301369863,132.25,0,Sleeper,Ladies,SC,JHS,Superfast,Senior Citizen,No,early,Adult
4,337,10,4,356,2,3,244,0.011204481792717,30.636363636363637,0,Sleeper,Ladies,BBS,MAS,Rajdhani,Defense Quota,No,early,Child
2,840,13,2,317,1,6,244,0.0062893081761006,60.0,1,3AC,Tatkal,BBS,SC,Superfast,No_Special_Consideration,Yes,early,Senior Citizen
3,873,7,38,313,7,1,244,0.0095541401273885,109.125,0,3AC,Ladies,CNB,ASR,Superfast,No_Special_Consideration,No,early,Adult
2,1866,2,3,426,2,6,244,0.0046838407494145,622.0,0,Sleeper,General,NDLS,BSB,Shatabdi,Defense Quota,No,early,Child
4,1597,10,20,411,3,5,244,0.0097087378640776,145.1818181818182,1,2AC,Premium Tatkal,SBC,HWH,Shatabdi,Defense Quota,Yes,early,Senior Citizen
1,1823,2,19,108,11,2,244,0.0091743119266055,607.6666666666666,1,1AC,Premium Tatkal,GKP,CNB,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
1,851,7,26,405,8,1,244,0.0024630541871921,106.375,0,2AC,General,SC,NDLS,Rajdhani,Senior Citizen,No,early,Senior Citizen
1,1158,7,8,220,6,5,244,0.004524886877828,144.75,1,1AC,Premium Tatkal,KOAA,BCT,Shatabdi,Defense Quota,Yes,early,Senior Citizen
4,133,17,15,224,10,4,244,0.0177777777777777,7.388888888888889,0,Sleeper,Tatkal,JP,NDLS,Rajdhani,Defense Quota,No,early,Senior Citizen
2,1518,16,19,463,2,0,244,0.0043103448275862,89.29411764705883,0,Sleeper,General,HWH,NJP,Superfast,No_Special_Consideration,No,early,Adult
2,657,9,29,103,3,3,244,0.0192307692307692,65.7,0,2AC,General,MMCT,JP,Express,No_Special_Consideration,No,early,Senior Citizen
4,1399,12,12,308,11,2,244,0.0129449838187702,107.6153846153846,1,1AC,Tatkal,ASR,ASR,Rajdhani,No_Special_Consideration,Yes,early,Adult
3,1940,12,30,276,8,0,244,0.0108303249097472,149.23076923076923,1,Sleeper,Tatkal,SBC,NDLS,Rajdhani,Defense Quota,Yes,early,Child
4,1069,8,21,219,1,1,244,0.0181818181818181,118.77777777777776,1,Sleeper,Premium Tatkal,CSMT,HWH,Shatabdi,No_Special_Consideration,Yes,early,Adult
2,417,11,4,339,6,6,244,0.0058823529411764,34.75,0,2AC,Premium Tatkal,CNB,JHS,Superfast,Defense Quota,No,early,Adult
3,537,7,20,61,5,6,244,0.0483870967741935,67.125,1,Sleeper,Premium Tatkal,JU,ADI,Rajdhani,No_Special_Consideration,Yes,early,Child
5,439,10,9,122,4,0,244,0.040650406504065,39.90909090909091,0,Sleeper,General,NJP,UMB,Rajdhani,Defense Quota,No,early,Adult
4,57,2,33,342,9,2,244,0.0116618075801749,19.0,1,3AC,Ladies,BCT,KOAA,Superfast,No_Special_Consideration,Yes,early,Adult
2,950,11,46,381,5,5,244,0.0052356020942408,79.16666666666667,1,1AC,General,JHS,BSB,Rajdhani,Defense Quota,Yes,early,Child
4,1254,19,29,27,10,6,244,0.1428571428571428,62.7,0,Sleeper,General,UMB,SC,Express,Defense Quota,No,early,Adult
2,1702,16,27,304,11,0,244,0.0065573770491803,100.11764705882354,0,3AC,Tatkal,CSMT,SC,Superfast,No_Special_Consideration,No,early,Child
4,1060,2,43,10,6,6,244,0.3636363636363636,353.3333333333333,0,Sleeper,Ladies,PNBE,NDLS,Shatabdi,No_Special_Consideration,No,early,Senior Citizen
4,204,4,19,325,11,5,244,0.0122699386503067,40.8,0,1AC,Tatkal,JU,GKP,Express,No_Special_Consideration,No,early,Child
1,564,17,17,338,5,6,244,0.0029498525073746,31.333333333333332,1,1AC,Premium Tatkal,CSMT,CSMT,Superfast,No_Special_Consideration,Yes,early,Child
2,968,17,41,71,12,0,244,0.0277777777777777,53.77777777777778,1,Sleeper,Ladies,NJP,NDLS,Shatabdi,Defense Quota,Yes,early,Adult
2,419,13,23,339,10,4,244,0.0058823529411764,29.928571428571427,1,2AC,Premium Tatkal,KOAA,BSB,Superfast,Defense Quota,Yes,early,Child
2,568,15,13,138,8,1,244,0.014388489208633,35.5,1,3AC,Premium Tatkal,BCT,JHS,Rajdhani,No_Special_Consideration,Yes,early,Senior Citizen
1,1674,13,20,189,4,0,244,0.0052631578947368,119.57142857142856,0,2AC,Premium Tatkal,KOAA,NDLS,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,1439,8,41,483,5,6,244,0.0103305785123966,159.88888888888889,0,2AC,Ladies,SBC,CSMT,Express,No_Special_Consideration,No,early,Adult
1,627,4,11,381,7,1,244,0.0026178010471204,125.4,1,3AC,Ladies,BCT,UMB,Shatabdi,Senior Citizen,Yes,early,Child
1,1330,19,23,81,9,5,244,0.0121951219512195,66.5,1,3AC,Tatkal,MAS,JP,Shatabdi,Defense Quota,Yes,early,Adult
4,1984,12,44,183,4,0,244,0.0217391304347826,152.6153846153846,0,2AC,General,PNBE,ADI,Superfast,Senior Citizen,No,early,Child
3,1282,4,32,2,11,1,244,1.0,256.4,1,1AC,Tatkal,PNBE,JU,Express,Senior Citizen,Yes,early,Adult
3,1069,16,17,8,1,2,244,0.3333333333333333,62.88235294117647,0,Sleeper,Premium Tatkal,JP,KOAA,Shatabdi,Senior Citizen,No,early,Senior Citizen
2,1426,9,39,87,7,3,244,0.0227272727272727,142.6,1,2AC,Tatkal,PNBE,JU,Express,Senior Citizen,Yes,early,Adult
3,731,16,13,498,4,0,244,0.0060120240480961,43.0,1,1AC,Premium Tatkal,JP,SC,Superfast,Senior Citizen,Yes,early,Adult
4,621,15,18,197,10,4,244,0.0202020202020202,38.8125,0,2AC,General,JU,BBS,Shatabdi,Senior Citizen,No,early,Senior Citizen
3,830,3,16,261,12,4,244,0.0114503816793893,207.5,0,2AC,Ladies,JP,BSB,Superfast,No_Special_Consideration,No,early,Senior Citizen
5,1124,5,14,57,1,5,244,0.0862068965517241,187.33333333333337,1,Sleeper,General,BBS,NJP,Shatabdi,Defense Quota,Yes,early,Adult
1,1698,14,42,335,3,5,244,0.0029761904761904,113.2,0,2AC,Ladies,JU,NJP,Rajdhani,Senior Citizen,No,early,Adult
3,1934,16,9,340,4,1,244,0.0087976539589442,113.76470588235294,0,3AC,Premium Tatkal,JU,BBS,Rajdhani,Defense Quota,No,early,Adult
5,87,4,28,151,12,3,244,0.0328947368421052,17.4,1,Sleeper,Ladies,HWH,JP,Superfast,Senior Citizen,Yes,early,Child
1,564,4,34,209,12,0,244,0.0047619047619047,112.8,0,2AC,Tatkal,NDLS,BCT,Rajdhani,Senior Citizen,No,early,Adult
3,53,4,33,214,6,2,244,0.013953488372093,10.6,1,1AC,Ladies,SBC,UMB,Rajdhani,Senior Citizen,Yes,early,Senior Citizen
3,1062,18,4,335,8,4,244,0.0089285714285714,55.89473684210526,0,3AC,General,JP,ASR,Express,No_Special_Consideration,No,early,Adult
3,197,5,34,297,9,6,244,0.0100671140939597,32.833333333333336,1,3AC,Ladies,LKO,JHS,Rajdhani,Defense Quota,Yes,early,Adult
5,306,2,36,193,11,4,244,0.0257731958762886,102.0,0,2AC,Ladies,PNBE,NDLS,Shatabdi,Senior Citizen,No,early,Adult
3,174,7,37,331,10,6,244,0.0090361445783132,21.75,0,Sleeper,Premium Tatkal,KOAA,ADI,Express,Defense Quota,No,early,Senior Citizen
4,1811,6,11,96,12,1,244,0.0412371134020618,258.7142857142857,1,3AC,General,SC,ADI,Shatabdi,Defense Quota,Yes,early,Adult
4,1237,3,17,208,7,2,244,0.0191387559808612,309.25,1,3AC,General,LKO,MMCT,Express,Senior Citizen,Yes,early,Senior Citizen
1,1448,5,46,77,9,6,244,0.0128205128205128,241.33333333333337,1,1AC,Premium Tatkal,NJP,BBS,Rajdhani,No_Special_Consideration,Yes,early,Child
3,1789,8,4,291,4,1,244,0.0102739726027397,198.77777777777777,0,1AC,Tatkal,BBS,ADI,Shatabdi,Senior Citizen,No,early,Senior Citizen
5,1528,17,7,494,4,3,244,0.0101010101010101,84.88888888888889,0,3AC,General,CNB,BCT,Superfast,No_Special_Consideration,No,early,Senior Citizen
4,267,11,22,182,3,1,244,0.0218579234972677,22.25,0,Sleeper,Premium Tatkal,JU,SBC,Express,Defense Quota,No,early,Senior Citizen
